CustomerId,First Name,Last Name,Sex,Phone,Addressline1,city,state,postcode,Lat,Lon
13069,Nataly,Petersen,F,(918) 245-0213,220 So. State Hwy 97, S. Sands Springs, OK,74063,-97.0188627,47.9363015
13070,Kenya,Joyce,F,(972) 313-0707,4100 West Airport Freeway, Irving, TX,75061,-97.006334,32.8348389
13072,Darwin,Rowe,M,(580) 622-6146,2108 West Broadway, Sulphur, OK,73086,-96.9953319,34.5074322
13075,Stephany,Blanchard,F,(361) 573-0041,9002 North Navarro, Victoria, TX,77904,-96.9938649,28.8780796
13077,Riley,Cabrera,F,(620) 221-6233,2202 Pike Rd, Winfield, KS,67156,-96.9927373,37.2272535
13078,Mareli,Myers,F,(316) 775-2254,1618 North Ohio Street, Augusta, KS,67010,-96.9698116,37.6916609
13079,Addison,Hill,M,(361) 798-4377,1506 North Texana, Hallettsville, TX,77964,-96.9380098,29.4585616
13080,Sydnee,Lester,F,(405) 275-1030,196 Shawnee Mall Drive, Shawnee, OK,74804,-96.9217316,35.3868776
13081,Trevon,Clark,M,(979) 968-8426,2125 West Travis, Lagrange, TX,78945,-96.9087578,29.9027048
13082,Irene,Flowers,F,(972) 466-2228,1213 E. Trinity Mills Road, Carrollton, TX,75006,-96.9059923,32.9859531
13083,Ellis,Yoder,M,(254) 883-5556,Texas Hwy 6 7 East Bypass, Marlin, TX,76661,-96.89889,31.306282
13085,Keenan,Robbins,M,(316) 322-8100,301 So. Village Road, El Dorado, KS,67042,-96.8922199,37.8146072
13089,Angel,Mcpherson,F,(972) 625-6000,4691 State Hwy 121, The Colony, TX,75056,-96.892142,33.0672053
13090,Rohan,Hickman,M,(701) 281-3971,4731 13Th Avenue Southwest, Fargo, ND,58103,-96.8662115,46.8647904
13091,Ashly,Aguilar,F,(405) 258-0541,1700 East First Street, Chandler, OK,74834,-96.8618501,35.7110483
13092,Mariah,Liu,F,(972) 937-3460,1200 No. Hwy 77, Waxahachie, TX,75165,-96.8379531,32.4168402
13093,Clay,Hester,M,(785) 238-8229,521 East Chestnut St, Junction City, KS,66441,-96.8205536,39.0189526
13094,Nolan,Mcfarland,M,(989) 354-0830,1180 M-32 West, Alpena, MI,49707,-96.8103708,41.8297374
13095,Susan,Adams,F,(972) 931-9846,1901 Preston Road, Plano, TX,75093,-96.7960752,33.024995
13097,Karson,Ayala,M,(605) 362-1002,3209 South Louise, Sioux Falls, SD,57106,-96.7734628,43.5169399
13098,Jordyn,Campos,M,(605) 692-6332,2233 6th St., Brookings, SD,57006,-96.7659253,44.3143872
13099,Kaeden,Lutz,M,(580) 795-7383,903 South First/Route 3, Madill, OK,73446,-96.7621537,34.0793612
13101,Presley,Villa,F,(972) 437-9146,13739 N Central Expressway, Dallas, TX,75243,-96.7527688,32.9368416
13102,Nikolas,Spencer,M,(218) 233-8226,1711 Hwy 10 West, Dilworth, MN,56529,-96.7194191,46.8764351
13103,Walker,Grimes,M,(972) 422-3000,6001 Central Expressway, Plano, TX,75023,-96.6945864,33.0570739
13104,Mariela,Henson,F,(402) 438-4377,4700 N 27th Street, Lincoln, NE,68521,-96.6775999,40.8582495
13106,Skyla,Fuentes,F,(580) 332-2232,1419 N. Country Club Rd., Ada, OK,74820,-96.6561389,34.7891257
13107,Kathryn,Leonard,F,(405) 382-5290,1500 E. Wrangler Blvd, Seminole, OK,74868,-96.654527,35.2483575
13108,Kieran,Beck,M,(361) 782-5223,1002 North Wells, Edna, TX,77957,-96.6497433,28.9889328
13109,Hector,Sims,M,(972) 496-2711,5302 No. Garland Ave., Garland, TX,75044,-96.6424986,32.9623458
13110,Aiyana,Yoder,F,(972) 542-9585,2041 Redbud Blvd, Mckinney, TX,75069,-96.6298511,33.2219648
13113,Tyrone,Stanton,M,(972) 875-9671,700 East Ennis Ave., Ennis, TX,75119,-96.620709,32.3333764
13115,Kaylah,Garner,F,(972) 286-8600,12300 Lake June Rd, Balch Springs, TX,75180,-96.615418,32.7318078
13116,Jermaine,Lambert,M,(903) 813-4825,401 East Hwy 82, Sherman, TX,75090,-96.6125458,33.6713132
13117,Chad,Romero,M,(785) 562-2390,1174 Pony Express Hwy, Marysville, KS,66508,-96.6051928,39.8434122
13118,Lennon,Wong,M,(903) 465-9744,401 North Us Hwy 75, Denison, TX,75020,-96.5875418,33.7591158
13120,Judah,Butler,M,(785) 776-4897,101 East Bluemont Avenue, Manhattan, KS,66502,-96.5561696,39.1885392
13121,Briana,George,F,(979) 732-8341,2103 Milam Street, Columbus, TX,78934,-96.5383717,29.6945984
13122,Sabrina,Livingston,F,(903) 872-6691,3801 West Hwy 31, Corsicana, TX,75110,-96.5058867,32.066073
13124,Zion,Decker,M,(972) 329-0191,200 U.S. Hwy 80 East, Mesquite, TX,75149,-96.464098,32.752481
13126,Natalie,Lara,F,(972) 771-8309,782 Interstate 30, Rockwall, TX,75087,-96.4618768,32.9021415
13127,Carlie,Solomon,F,(402) 727-0414,3010 E 23rd Ave N, Fremont, NE,68025,-96.458044,41.4532795
13130,Maximo,Werner,M,(254) 562-3831,1410 East Milam, Mexia, TX,76667,-96.4550329,31.6853094
13131,Erica,Frederick,F,(402) 494-8858,2727 Cornhuskers Drive, South Sioux City, NE,68776,-96.4281282,42.4702876
13132,Jaden,Reed,M,(580) 920-0234,3712 West Main, Durant, OK,74701,-96.4133846,34.0002364
13133,Noelle,Walsh,F,(405) 379-6688,500 East Highway 270, Holdenville, OK,74848,-96.3814678,35.0880595
13134,Izayah,Aguirre,M,(712) 252-0210,3400 Singing Hills Blvd, Sioux City, IA,51106,-96.3634496,42.4335877
13135,Khloe,Luna,F,(979) 776-6441,2200 Briarcrest Drve, Bryan, TX,77802,-96.330426,30.6573601
13136,Averi,Mata,F,(972) 563-7638,1900 West Moore Ave, Terrell, TX,75160,-96.3060352,32.7397407
13137,Jerimiah,Galloway,M,(979) 693-3095,1815 Brothers Blvd, College Station, TX,77845,-96.3005385,30.5971644
13138,Noe,Ritter,M,(979) 543-7286,3413 West Loop, El Campo, TX,77437,-96.2926161,29.2166744
13139,Harley,Patrick,F,(620) 343-1500,2301 Industrial Road, Emporia, KS,66801,-96.2196857,38.4249815
13140,Kathy,Hammond,F,(903) 583-9591,2021 North Hwy 121, Bonham, TX,75418,-96.1922413,33.5965338
13141,Liberty,Evans,F,(712) 546-4900,1111 Holton Drive, Le Mars, IA,51031,-96.1876388,42.7818016
13142,Quentin,Stephenson,M,(712) 722-1990,1921 South Main, Sioux Center, IA,51250,-96.1753187,43.0568357
13144,Angie,French,F,(979) 567-9807,475 State Highway 36 N, Caldwell, TX,77836,-96.1588725,29.7865225
13145,Amelia,Oconnell,F,(580) 889-6676,1901 South Mississippi, Atoka, OK,74525,-96.1426364,34.3662245
13146,Tania,Roberts,F,(903) 887-4180,1200 West Main, Gun Barrel City, TX,75156,-96.1352707,32.333056
13147,Guillermo,Estrada,M,(918) 224-8080,1002 West Taft, Sapulpa, OK,74066,-96.1352233,35.9863113
13148,Billy,Fowler,M,(218) 739-5552,3300 Highway 210 West, Fergus Falls, MN,56537,-96.1243504,46.2925545
13149,Aidan,Obrien,M,(903) 455-1792,7401 Interstate 30, Greenville, TX,75402,-96.109557,33.094328
13151,Brenda,Harrison,F,(402) 492-9344,6304 North 99th Street, Omaha, NE,68122,-96.0684467,41.315293
13153,Ireland,Chen,F,(402) 597-8977,7904 South 83rd Street, La Vista, NE,68128,-96.0424904,41.1799759
13155,Atticus,Moyer,M,(918) 396-1244,823 West Rogers Blvd, Skiatook, OK,74070,-96.0141105,36.3673721
13157,Lexie,Grant,F,(970) 669-3640,1325 North Denver Ave, Loveland, CO,80537,-95.998956,36.174199
13158,Dominique,Durham,F,(918) 756-6790,1800 South Wood Drive, Okmulgee, OK,74447,-95.9643373,35.6057883
13159,Macey,Fitzpatrick,F,(918) 488-8791,2019 East 81St St South, Tulsa, OK,74137,-95.9610821,36.0479117
13160,Jefferson,Garza,M,(918) 299-8316,9411 So Delaware Ave, Tulsa, OK,74137,-95.9470226,36.0276841
13161,Amiah,Farrell,F,(979) 245-0196,4703 7th Street, Bay City, TX,77414,-95.9309837,28.9882923
13162,Cash,Hood,M,(903) 886-3108,2701 Hwy 50, Commerce, TX,75428,-95.9147613,33.2349807
13165,Bryson,Cordova,M,(918) 622-0500,7777 East 42Nd Place South, Tulsa, OK,74145,-95.888682,36.1027502
13166,Urijah,Peters,M,(918) 254-5900,8739 South Memorial, Tulsa, OK,74133,-95.886083,36.0383236
13167,Sarahi,Escobar,F,(918) 834-8700,207 S Memorial Drive, Tulsa, OK,74112,-95.8832776,36.1595051
13168,Kenyon,Mccarty,M,(903) 567-5744,603 Hwy 243 East, Canton, TX,75103,-95.8543438,32.5431322
13169,Nayeli,Ho,F,(712) 366-3326,3201 Manawa Dr, Council Bluffs, IA,51503,-95.8437707,41.2267872
13170,Justus,Barker,M,(918) 272-6609,12101 E 96th St. N, Owasso, OK,74055,-95.8380916,36.2951527
13171,Destiny,Vasquez,F,(903) 677-5400,1405 East Tyler, Athens, TX,75751,-95.833027,32.2103598
13173,Jaylen,Guerra,M,(918) 259-9126,2301 West Kenosha St, Broken Arrow, OK,74012,-95.8174558,36.0580383
13174,Mariana,Meyer,F,(507) 532-9383,1221 East Main Street, Marshall, MN,56258,-95.7668797,44.4323283
13176,Elise,Bautista,F,(785) 271-6444,1501 S.W. Wanamaker Road, Topeka, KS,66604,-95.764584,39.0395506
13177,Belen,Morse,F,(281) 232-8396,5330 Fm1640, Richmond, TX,77469,-95.7599684,29.5571134
13178,Raven,Clay,F,(785) 364-4148,209 Arizona Avenue, Holton, KS,66436,-95.7511127,39.4608596
13182,Asher,Hayes,M,(918) 423-8585,432 South George Nigh Exwy, Mcalester, OK,74501,-95.7404711,34.9192035
13183,Jasper,Yang,M,(281) 579-3373,1313 Fry Road, Katy/Houston, TX,77449,-95.7219649,29.788933
13184,Madilyn,Bartlett,F,(320) 269-5390,2202 East Hwy 7, Montevideo, MN,56265,-95.6941823,44.9491072
13185,Jazlynn,Meyer,F,(785) 267-7900,1301 Sw 37th Street, Topeka, KS,66611,-95.6940114,38.9983562
13186,Melody,Duke,F,(281) 855-1604,15955 Fm 529 Road, Houston, TX,77095,-95.6834237,29.879887
13187,Cassidy,Mayo,F,(979) 345-3147,301 N Columbia Dr, West Columbia, TX,77486,-95.6585258,29.1508351
13188,Aylin,Russell,F,(918) 486-6511,13795 South State Highway 51, Coweta, OK,74429,-95.6513311,35.962375
13189,Jimmy,Valencia,M,(281) 561-0866,3506 S. Hwy 6 South, Houston (Westpark), TX,77082,-95.64723,29.7212315
13192,Peter,Bridges,M,(620) 251-2290,1705 West 11th Street, Coffeyville, KS,67337,-95.6440208,37.0323285
13193,Sincere,Drake,M,(918) 341-2765,1500 Lynn Riggs Blvd, Claremore, OK,74017,-95.6272899,36.2939736
13194,Nancy,West,F,(281) 351-2616,27650 Tomball Pkwy, Tomball, TX,77375,-95.6270235,30.0742068
13196,Gage,Carlson,M,(903) 729-4441,2223 South Loop 256, Palestine, TX,75801,-95.6166359,31.7365665
13198,Cade,Vang,M,(281) 933-7800,11210 W Airport Blvd, Stafford, TX,77477,-95.5731084,29.6441584
13199,Owen,Medina,M,(713) 984-2773,10750 Westview Drive, Houston, TX,77043,-95.5648767,29.7932132
13200,Isabell,Frost,F,(785) 742-7445,2207 Iowa, Hiawatha, KS,66434,-95.5615296,39.8487003
13203,Peyton,Hartman,F,479 582 0428,2875 W MARTIN LUTHER,FAYETTEVILLE,AR,72704,-95.5452433,35.761621
13207,Bianca,Hernandez,F,(918) 473-2201,1110 West Gentry, Checotah, OK,74426,-95.5349435,35.4723762
13208,Mireya,Fernandez,F,(281) 893-1707,7075 Fm 1960 rd West, Houston, TX,77069,-95.5331046,29.9645397
13209,Elizabeth,Ellison,F,(713) 977-2099,2727 Dunvale Road, Houston, TX,77063,-95.5116143,29.7355744
13210,Emiliano,Sanders,M,(713) 690-0666,13484 Northwest Freeway, Houston, TX,77040,-95.5091733,29.8538861
13211,Antonio,Mcguire,M,(903) 785-7168,3855 Lamar Avenue, Paris, TX,75460,-95.5057679,33.6646094
13212,Kennedi,Payne,F,(580) 326-6494,1911 E.Jackson St., Hugo, OK,74743,-95.4879906,34.0072263
13213,Marley,Bonilla,F,(281) 440-4482,3450 Fm 1960 West, Houston, TX,77068,-95.484266,29.9957278
13216,Drew,Mccall,M,(903) 569-0180,135 Ne Loop 564, Mineola, TX,75773,-95.4818225,32.6896138
13217,Elsa,Huynh,F,(936) 788-5400,1407 Loop 336 West, Conroe, TX,77304,-95.4790687,30.3314256
13218,Jordyn,Pena,M,(936) 293-1066,141 Inter State 45 South, Huntsville, TX,77320,-95.4716488,30.3138311
13220,Hamza,Case,M,(281) 364-7767,610 Sawdust Road, The Woodlands, TX,77380,-95.4527734,30.1281005
13221,Quincy,Mann,M,(620) 431-3077,2700 South Santa Fe, Chanute, KS,66720,-95.4509812,37.653663
13223,Sloane,Whitaker,F,(936) 544-5121,1225 E Loop 304, Crockett, TX,75835,-95.4389111,31.3071715
13224,Camille,Costa,F,(979) 849-4604,1801 N Velasco, Angleton, TX,77515,-95.4359184,29.1840316
13225,Cohen,Hutchinson,M,(281) 651-9963,155 L0Uetta Crossing, Spring, TX,77373,-95.4303262,30.0647666
13226,Jayleen,Sanders,F,(281) 999-9920,10411 N Freeway 45, Houston, TX,77037,-95.4153037,29.9176943
13227,Marley,Pham,F,(620) 365-6981,1918 North State Street, Iola, KS,66749,-95.4110353,37.9397178
13228,Kasey,Hinton,F,(918) 485-9515,410 South Dewey, Wagoner, OK,74467,-95.3975356,35.9566782
13229,Abigayle,Sharp,F,(712) 246-4044,524 S Fremont, Shenandoah, IA,51601,-95.3850833,40.7619584
13230,Elisa,Landry,F,(918) 456-8804,2020 South Muskogee, Tahlequah, OK,74464,-95.3840271,35.6921576
13232,Esmeralda,Shaw,F,(320) 762-8945,515 50th Avenue West, Alexandria, MN,56308,-95.3835763,45.8461705
13233,Kiana,Levine,F,(712) 263-2000,404 Arrowhead, Denison, IA,51442,-95.3734637,42.0190855
13235,Cierra,Vaughan,F,(918) 253-4861,1107 South Main Street, Jay, OK,74346,-95.3656871,29.7559084
13236,Yosef,Serrano,M,(903) 597-2888,3820 Hwy 64 West, Tyler, TX,75704,-95.3456514,32.3511278
13238,Finnegan,Hammond,M,(281) 485-0877,1928 North Main, Pearland (Houston), TX,77581,-95.286311,29.5717092
13239,Mohammad,Nicholson,M,(281) 540-8838,9451 Fm 1960 Bypass, Humble, TX,77338,-95.2818047,30.0049677
13240,Kamora,Ingram,F,(903) 534-1333,3900 Troup Hwy, Tyler, TX,75703,-95.2691085,32.3072576
13242,Braden,Macdonald,M,(903) 589-3434,1311 South Jackson, Jacksonville, TX,75766,-95.2664003,31.9513849
13243,Anya,Chapman,F,(785) 242-9222,2101 Princeton Rd, Ottawa, KS,66067,-95.2644387,38.5811316
13244,Iyana,Joseph,F,(785) 832-8600,3300 Iowa Street, Lawrence, KS,66046,-95.2568203,38.9235992
13245,Tamara,Green,F,(620) 421-0375,300 Main Street, Parsons, KS,67357,-95.2357013,37.340285
13246,Derrick,Cooke,M,(281) 354-3400,23561 Us Hwy 59, Porter, TX,77365,-95.2334929,30.1070412
13247,Leonardo,Lloyd,M,(281) 585-2825,400 South Bypass 35, Alvin, TX,77511,-95.2265956,29.4281592
13248,Emery,Sherman,M,(712) 732-7940,1831 Lake Avenue, Storm Lake, IA,50588,-95.1970284,42.6641239
13249,Frances,Harrison,F,(281) 852-4648,6626 Fm 1960 East, Humble, TX,77346,-95.1763509,29.995659
13253,Deacon,Wagner,M,(281) 998-1077,5200 Fairmont Pkwy., Pasadena, TX,77505,-95.1614805,29.6465701
13255,Winston,Wang,M,(281) 480-6134,150 W. El Dorado Blvd, Friendswood, TX,77546,-95.1593809,29.5518005
13256,Riley,Strong,M,(913) 367-4062,1920 South Us 73, Atchison, KS,66002,-95.1291955,39.5402551
13258,Peyton,Santana,F,(712) 336-1339,2200 17th St., Spirit Lake, IA,51360,-95.1243971,43.4244823
13259,Maximus,Dunlap,M,(918) 696-3141,400 West Locust, Stilwell, OK,74960,-95.0950637,39.789872
13260,Luz,Dyer,F,(507) 644-6278,1410 East Bridge Street, Redwood Falls, MN,56283,-95.0877171,44.5400773
13261,Angelo,Norman,M,(903) 427-3872,2204 Hwy 82 West, Clarksville, TX,75426,-95.0777068,33.6127647
13262,Sean,Adkins,M,(281) 328-4836,14215 Fm 2100, Crosby, TX,77532,-95.0651418,29.894105
13263,Simeon,Barr,M,(320) 231-3456,3031 South First Street, Willmar, MN,56201,-95.0402085,45.0931342
13265,Camille,Jensen,F,(409) 986-6000,6410 I-45, La Marque, TX,77568,-95.0371001,29.4023637
13266,Luke,Yang,M,(281) 421-4859,4900 Garth Road, Baytown, TX,77520,-94.9744068,29.7762265
13267,Winston,Cordova,M,(903) 572-0018,2311 South Jefferson, Mount Pleasant, TX,75455,-94.9646847,33.1343843
13268,Cheyanne,Wolfe,F,(936) 327-6370,1620 West Church, Livingston, TX,77351,-94.9547909,30.7161925
13269,Eliezer,Barber,M,(903) 797-6501,1923 North Wood, Gilmer, TX,75644,-94.9376492,32.7471792
13270,Micah,Anderson,M,(985) 732-5870,218 Cumberland, Bogalusa, LA,70427,-94.8880766,30.1142714
13271,Angelique,Eaton,F,(913) 441-6751,12801 Kansas Avenue, Bonner Springs, KS,66012,-94.8775654,39.0858302
13272,Emilio,Foley,M,(712) 792-2280,425 Us Hwy 30 West, Carroll, IA,51401,-94.8736294,42.0666288
13273,Payton,Mcclain,F,(660) 562-2994,1605 S Main St, Maryville, MO,64468,-94.8701434,40.329909
13276,Malik,Wall,M,(903) 983-1494,1201 Stone Street, Kilgore, TX,75662,-94.8666244,32.3919983
13277,Sarahi,Riddle,F,(913) 294-5400,310 Hedge Lane, Paola, KS,66071,-94.8572565,38.5735914
13278,Jamie,Mcclain,F,(409) 744-8677,6702 Seawall Blvd, Galveston, TX,77551,-94.8332132,29.2649147
13279,Colby,Whitney,M,(816) 390-8400,4201 N Belt Highway, St. Joseph, MO,64506,-94.8118068,39.8086458
13280,Dayana,Zamora,F,(580) 286-6696,1907 Se Washington St., Idabel, OK,74745,-94.803579,33.8980482
13282,Abdullah,Daugherty,M,(903) 657-5707,2121 Hwy 79 South, Henderson, TX,75654,-94.8021339,32.1305996
13283,Valentina,Roberson,F,(918) 775-4492,1101 West Ruth Ave, Sallisaw, OK,74955,-94.8019361,35.4509678
13284,Colton,Collier,M,(903) 297-1121,2440 Gilmer Road, Longview, TX,75604,-94.7848094,32.5317958
13285,Liberty,Perkins,F,(913) 829-4404,13600 S. Alden St., Olathe, KS,66062,-94.7582617,38.8808453
13291,Baylee,Osborn,F,(580) 584-3324,501 South Park Drive, Broken Bow, OK,74728,-94.7380009,34.0223866
13292,Oscar,Parks,M,(620) 856-2327,2970 Military Avenue, Baxter Springs, KS,66713,-94.7373891,37.006249
13294,Evelyn,Landry,F,(936) 639-9600,2500 Daniel Mccall Drive, Lufkin, TX,75901,-94.7303102,31.2998265
13295,Agustin,Foster,M,(913) 788-3331,6565 State Avenue, Kansas City, KS,66102,-94.729911,39.1157619
13296,Sariah,Potts,F,(620) 223-1575,2400 South Main, Fort Scott, KS,66701,-94.7061611,37.809703
13297,Andy,Yu,M,(931) 879-4767,421 North Main, Jamestown, TN,38556,-94.7043984,33.1863112
13298,Shayla,Ayala,F,(620) 232-1593,2710 N Broadway, Pittsburg, KS,66762,-94.7022403,37.4339921
13299,Kamron,Jackson,M,(913) 338-2202,11701 Metcalf, Overland Park, KS,66210,-94.663845,38.9148089
13300,Nathanial,Joseph,M,(936) 560-6969,4810 North Street, Nacogdoches, TX,75965,-94.6524298,31.6501663
13301,Amari,Yang,M,(913) 236-8898,5150 Roe Avenue, Roeland Park, KS,66205,-94.6398427,39.0354524
13302,Rebecca,Everett,F,256 332 7382,13675 HIGHWAY 43,RUSSELLVILLE,AL,35653,-94.5931768,36.881823
13304,Dale,Swanson,M,(417) 206-4644,2623 West 7th Street, Joplin, MO,64801,-94.5458739,37.0870255
13305,Hugh,Watkins,M,(816) 436-8900,7207 North M-1 Hwy, Gladstone, MO,64119,-94.5456624,39.2254975
13307,Dahlia,Hodges,F,(816) 767-1200,9051 Hillcrest Road, Kansas City, MO,64138,-94.5162848,38.9613488
13308,Chasity,Gilbert,F,479 524 5101,2901 HIGHWAY 412 E,SILOAM SPRINGS,AR,72761,-94.512615,36.183175
13309,Ryker,Chambers,M,(816) 322-5455,2015 West Foxwood Dr, Raymore/Belton, MO,64083,-94.4946899,38.8128468
13310,Nash,Tyler,M,(816) 358-7790,6709 Blue Ridge Blvd., Raytown, MO,64133,-94.4796163,39.0014528
13311,Lilah,Montoya,F,(417) 673-8288,1212 South Madison, Webb City, MO,64870,-94.4783808,37.1335907
13313,Kassandra,Wallace,F,(417) 781-0100,1501 South Rangeline Road, Joplin, MO,64804,-94.4727676,37.072882
13314,Cloe,Barrera,F,(816) 792-4644,8301 No. Church Road, Kansas City, MO,64158,-94.4591812,39.2432337
13316,Jabari,Wright,M,(409) 283-8248,115 Cobb Mill Road, Woodville, TX,75979,-94.4194927,30.7637745
13317,Paige,Warren,F,479 646 6382,2425 ZERO ST,FORT SMITH,AR,72901,-94.407069,35.329052
13318,Karina,Gallegos,F,(479) 646-6382,2425 South Zero St, Fort Smith, AR,72901,-94.4064742,35.3290122
13319,Shea,Galvan,F,(903) 628-5557,800 James Bowie Drive, New Boston, TX,75570,-94.4035122,33.4707594
13320,Kason,Wu,M,(417) 451-5544,3200 Lusk Drive, Neosho, MO,64850,-94.3973495,36.8391997
13321,Louis,Glenn,M,(479) 785-5964,2600 Midland Blvd, Ft. Smith, AR,72904,-94.3963628,35.4056335
13322,Travis,Velasquez,M,(641) 782-6954,806 Laurel St., Creston, IA,50801,-94.3726816,41.0454531
13323,Makhi,Avila,M,(816) 884-5635,1700 North 291 Highway, Harrisonville, MO,64701,-94.3693981,38.6660998
13324,Aileen,Hodges,F,(903) 693-8881,423 W Loop 436, Carthage, TX,75633,-94.3682482,32.1492618
13325,Aliya,Guerrero,F,(816) 478-4090,4000 South Bolger Dr, Independence, MO,64055,-94.3670721,39.0453991
13327,Adrian,Robinson,M,(816) 246-4555,1000 Ne Sam Walton Lane, Lee'S Summit, MO,64086,-94.3636964,38.9305163
13328,Julien,Hood,M,479 785 5964,2100 N 62ND ST,FORT SMITH,AR,72904,-94.3629993,35.3997793
13329,Davon,Braun,M,(903) 938-0072,1701 East End Blvd N, Marshall, TX,75670,-94.3533307,32.5582482
13330,Nico,Sherman,M,479 474 2314,2214 FAYETTEVILLE RD,VAN BUREN,AR,72956,-94.3533004,35.4690187
13332,Anabel,Hill,F,(660) 679-3151,1005 W Ft Scott, Butler, MO,64730,-94.350655,38.2556357
13334,Ashlyn,Jenkins,F,(479) 484-5205,8301 Rogers Avenue, Fort Smith, AR,72903,-94.3389966,35.349683
13336,Sofia,Middleton,F,479 484 5205,8301 ROGERS AVE,FORT SMITH,AR,72903,-94.3389966,35.349683
13338,Leo,Harris,M,(320) 632-9268,1800 1St Avenue Ne, Little Falls, MN,56345,-94.3335383,45.9732308
13339,Bernard,Spence,M,(417) 667-3630,2250 Lincoln Avenue, Nevada, MO,64772,-94.3266736,37.8322281
13340,Nathaniel,Olson,M,(870) 642-2794,926 E. Collin Raye Dr., De Queen, AR,71832,-94.3189682,34.0434659
13341,Alyvia,Spence,F,(417) 358-3000,2705 Grand Ave, Carthage, MO,64836,-94.3133077,37.1419654
13343,Savion,Henderson,M,(417) 682-5516,29 S.W. 1St Lane, Lamar, MO,64759,-94.3023603,37.4970834
13344,Lana,Baxter,F,479 996 8500,551 LIBERTY DR,GREENWOOD,AR,72936,-94.2966492,35.2207129
13345,Aubree,Wyatt,F,(816) 630-1003,2203 Patsy Lane, Excelsior Springs, MO,64024,-94.2650615,39.3293705
13347,Maeve,Lawrence,F,(816) 224-4800,600 N.E. Coronado Drive, Blue Springs, MO,64014,-94.2550284,39.0241933
13348,Ryland,Kramer,M,(218) 829-0420,7295 Glory Road, Baxter, MN,56425,-94.2493811,46.3418503
13349,Wilson,Pope,M,(816) 632-9900,2000 North Walnut, Cameron, MO,64429,-94.2315455,39.7581402
13350,Sam,Morse,M,(479) 273-0060,406 South Walton Blvd, Bentonville, AR,72712,-94.224657,36.3681889
13351,Savanna,Meadows,F,479 273 0060,406 S WALTON BLVD,BENTONVILLE,AR,72712,-94.224657,36.3681889
13352,Levi,Campbell,M,(479) 632-4585,200 Highway 64 West, Alma, AR,72921,-94.2190685,35.4820871
13354,Hannah,Forbes,F,(409) 755-1963,100 No. Lhs Drive, Lumberton, TX,77657,-94.2167391,30.2584902
13355,Katie,Hahn,F,(479) 582-0428,2875 West 6th Street, Fayetteville, AR,72704,-94.201044,36.05053
13356,Izaiah,Stanley,M,(320) 259-1527,380 33rd Avenue South, St. Cloud, MN,56301,-94.1962281,45.5456717
13357,Max,Braun,M,(936) 598-6131,810 Hurst Street, Center, TX,75935,-94.1941842,31.8017262
13358,Gabriel,Spears,M,(409) 899-9203,4145 North Dowlen Road, Beaumont, TX,77706,-94.1671429,30.1228877
13359,Raiden,Duran,M,715 735 5117,2700 ROOSEVELT RD,MARINETTE,WI,54143,-94.1613422,45.5259252
13362,Tyrese,Gallegos,M,(515) 576-7400,3036 1St Ave. South, Ft. Dodge, IA,50501,-94.1530764,42.5065407
13363,Amara,Gardner,F,(479) 443-7679,3919 No. Mall Ave, Fayetteville, AR,72703,-94.1527312,36.1225994
13364,Alexandra,Lopez,F,479 621 9769,4208 PLEASANT CROSSING BLVD,ROGERS,AR,72758,-94.1512049,36.2788934
13365,Rebekah,Knapp,F,(409) 385-0782,1100 No. Highway 96, Silsbee, TX,77656,-94.1495293,30.341734
13366,Eric,Kent,M,479 636 3222,2110 W WALNUT ST,ROGERS,AR,72756,-94.1489661,36.3312414
13368,Kelvin,Bartlett,M,479 751 4817,2004 S PLEASANT ST,SPRINGDALE,AR,72764,-94.1467693,36.1663269
13369,Dayton,Delacruz,M,(870) 898-5126,1040 S Constitution, Ashdown, AR,71822,-94.1184289,33.6608695
13370,Cortez,Barr,M,(903) 838-4007,4000 New Boston Road, Texarkana, TX,75501,-94.1012774,33.4451529
13372,Troy,Trujillo,M,(507) 526-4766,1210 Giant Drive, Blue Earth, MN,56013,-94.0968979,43.6533812
13373,Emma,Hanson,F,870 772 1501,133 ARKANSAS BLVD,TEXARKANA,AR,71854,-94.0399412,33.4622129
13375,Talon,Foster,M,(660) 425-4410,810 So. 37th St., Bethany, MO,64424,-94.0170303,40.2621525
13376,Lucille,Johnston,F,(409) 384-1707,800 West Gibson, Jasper, TX,75951,-94.0153572,30.9083511
13379,Jacquelyn,Franco,F,(409) 769-6233,1350 North Main, Vidor, TX,77662,-94.0143912,30.1433247
13381,Adrienne,Washington,F,(409) 727-4667,8585 Memorial Blvd, Port Arthur, TX,77642,-93.9937696,29.9419469
13382,Giovani,Contreras,M,(318) 375-4810,Highway One South, Vivian, LA,71082,-93.9871356,32.8714314
13384,Monique,Casey,F,(816) 776-5834,908 So. Spartan Dr., Richmond, MO,64085,-93.9671586,39.2709642
13385,Evelin,Rasmussen,F,(507) 625-9318,1881 Madison Avenue, Mankato, MN,56001,-93.9507584,44.1639069
13388,Heather,Cline,F,(409) 962-7858,4999 Twin City Hwy, Port Arthur (Groves, TX,77642,-93.9377523,29.9388267
13389,Adan,Hodges,M,(417) 235-6292,885 Highway 60, Monett, MO,65708,-93.9031201,36.9117432
13390,Cristofer,Bryan,M,(479) 675-3688,1555 East Main, Booneville, AR,72927,-93.901839,35.1433659
